_id,time,x,y,z,__v
6573100ff0fd7e0ab16391ce,1702039567400,5.646,4.199,0.288,0
6573100ff0fd7e0ab16391d9,1702039567581,5.896,4.225,0.433,0
6573100ff0fd7e0ab16391e4,1702039567744,5.896,4.225,0.433,0
6573100ff0fd7e0ab16391ee,1702039567921,5.896,4.225,0.433,0
65731010f0fd7e0ab16391f9,1702039568086,6.196,4.209,0.374,0
65731010f0fd7e0ab1639205,1702039568271,6.196,4.209,0.374,0
65731010f0fd7e0ab1639210,1702039568451,6.196,4.209,0.374,0
65731010f0fd7e0ab1639219,1702039568617,6.478,4.255,0.317,0
65731010f0fd7e0ab1639224,1702039568801,6.478,4.255,0.317,0
65731010f0fd7e0ab1639230,1702039568956,6.478,4.255,0.317,0
65731011f0fd7e0ab1639239,1702039569135,6.758,4.281,0.341,0
65731011f0fd7e0ab1639242,1702039569302,6.758,4.281,0.341,0
65731011f0fd7e0ab163924c,1702039569458,6.758,4.281,0.341,0
65731011f0fd7e0ab1639257,1702039569644,7.037,4.339,-0.031,0
65731011f0fd7e0ab1639262,1702039569802,7.037,4.339,-0.031,0
65731011f0fd7e0ab1639268,1702039569975,7.037,4.339,-0.031,0
65731012f0fd7e0ab163926f,1702039570140,7.151,4.303,0.256,0
65731012f0fd7e0ab1639275,1702039570309,7.151,4.303,0.256,0
65731012f0fd7e0ab163927d,1702039570473,7.151,4.303,0.256,0
65731012f0fd7e0ab1639282,1702039570647,7.597,4.228,-0.16,0
65731012f0fd7e0ab163928b,1702039570832,7.597,4.228,-0.16,0
65731013f0fd7e0ab1639297,1702039571026,7.597,4.228,-0.16,0
65731013f0fd7e0ab16392a2,1702039571182,7.927,4.251,-0.302,0
65731013f0fd7e0ab16392ac,1702039571337,7.927,4.251,-0.302,0
65731013f0fd7e0ab16392b7,1702039571522,7.927,4.251,-0.302,0
65731013f0fd7e0ab16392c0,1702039571702,7.806,4.001,-0.753,0
65731013f0fd7e0ab16392ca,1702039571873,7.806,4.001,-0.753,0
65731014f0fd7e0ab16392d5,1702039572061,7.806,4.001,-0.753,0
65731014f0fd7e0ab16392e0,1702039572246,7.52,3.84,-0.289,0
65731014f0fd7e0ab16392e9,1702039572403,7.52,3.84,-0.289,0
65731014f0fd7e0ab16392f3,1702039572590,7.52,3.84,-0.289,0
65731014f0fd7e0ab16392fe,1702039572765,7.957,3.96,-0.39,0
65731014f0fd7e0ab1639309,1702039572958,7.957,3.96,-0.39,0
65731015f0fd7e0ab1639313,1702039573118,7.957,3.96,-0.39,0
65731015f0fd7e0ab163931d,1702039573280,7.304,3.557,0.265,0
65731015f0fd7e0ab1639325,1702039573443,7.304,3.557,0.265,0
65731015f0fd7e0ab163932f,1702039573605,7.304,3.557,0.265,0
65731015f0fd7e0ab163933a,1702039573771,7.772,3.499,0.12,0
65731015f0fd7e0ab1639345,1702039573943,7.772,3.499,0.12,0
65731016f0fd7e0ab1639351,1702039574115,7.772,3.499,0.12,0
65731016f0fd7e0ab163935a,1702039574276,7.786,3.143,-0.006,0
65731016f0fd7e0ab1639363,1702039574443,7.786,3.143,-0.006,0
65731016f0fd7e0ab163936d,1702039574618,7.786,3.143,-0.006,0
65731016f0fd7e0ab163937a,1702039574798,7.829,2.834,-0.231,0
65731016f0fd7e0ab1639385,1702039574971,7.829,2.834,-0.231,0
65731017f0fd7e0ab1639392,1702039575149,7.829,2.834,-0.231,0
65731017f0fd7e0ab163939d,1702039575306,131512.324,1677721.605,149198.097,0
65731017f0fd7e0ab16393a7,1702039575477,131512.324,1677721.605,149198.097,0
65731017f0fd7e0ab16393b1,1702039575636,131512.324,1677721.605,149198.097,0
65731017f0fd7e0ab16393ba,1702039575800,8.129,2.346,-0.264,0
65731017f0fd7e0ab16393c5,1702039575973,8.129,2.346,-0.264,0
65731018f0fd7e0ab16393d2,1702039576141,8.129,2.346,-0.264,0
65731018f0fd7e0ab16393df,1702039576308,8.067,1.999,-0.395,0
65731018f0fd7e0ab16393ea,1702039576475,8.067,1.999,-0.395,0
65731018f0fd7e0ab16393f6,1702039576645,8.067,1.999,-0.395,0
65731018f0fd7e0ab16393ff,1702039576809,8.065,1.727,0.036,0
65731018f0fd7e0ab1639408,1702039576979,8.065,1.727,0.036,0
65731019f0fd7e0ab1639414,1702039577159,8.065,1.727,0.036,0
65731019f0fd7e0ab163941f,1702039577346,7.839,1.343,0.361,0
65731019f0fd7e0ab1639428,1702039577517,7.839,1.343,0.361,0
65731019f0fd7e0ab1639434,1702039577693,7.839,1.343,0.361,0
65731019f0fd7e0ab163943d,1702039577849,7.865,1.159,0.507,0
6573101af0fd7e0ab1639448,1702039578024,7.865,1.159,0.507,0
6573101af0fd7e0ab1639454,1702039578194,7.865,1.159,0.507,0
6573101af0fd7e0ab1639460,1702039578353,7.675,0.796,0.405,0
6573101af0fd7e0ab1639468,1702039578535,7.675,0.796,0.405,0
6573101af0fd7e0ab1639474,1702039578715,7.675,0.796,0.405,0
6573101af0fd7e0ab163947f,1702039578883,7.7,0.659,0.584,0
6573101bf0fd7e0ab1639489,1702039579055,7.7,0.659,0.584,0
6573101bf0fd7e0ab1639494,1702039579232,7.649,0.72,0.681,0
6573101bf0fd7e0ab163949b,1702039579398,7.649,0.72,0.681,0
6573101bf0fd7e0ab16394a7,1702039579577,7.649,0.72,0.681,0
6573101bf0fd7e0ab16394b4,1702039579756,7.375,0.638,0.511,0
6573101bf0fd7e0ab16394bf,1702039579923,7.375,0.638,0.511,0
6573101cf0fd7e0ab16394cd,1702039580105,7.375,0.638,0.511,0
6573101cf0fd7e0ab16394da,1702039580271,7.095,0.591,0.457,0
6573101cf0fd7e0ab16394e5,1702039580434,7.095,0.591,0.457,0
6573101cf0fd7e0ab16394f1,1702039580619,7.095,0.591,0.457,0
6573101cf0fd7e0ab16394fa,1702039580789,6.932,0.652,0.429,0
6573101cf0fd7e0ab1639503,1702039580959,6.932,0.652,0.429,0
6573101df0fd7e0ab163950e,1702039581137,6.932,0.652,0.429,0
6573101df0fd7e0ab1639519,1702039581310,6.638,0.693,0.539,0
6573101df0fd7e0ab1639525,1702039581489,6.638,0.693,0.539,0
6573101df0fd7e0ab1639530,1702039581661,6.638,0.693,0.539,0
6573101df0fd7e0ab163953b,1702039581832,6.374,0.752,0.509,0
6573101ef0fd7e0ab1639546,1702039582001,6.374,0.752,0.509,0
6573101ef0fd7e0ab1639552,1702039582194,6.374,0.752,0.509,0
6573101ef0fd7e0ab163955d,1702039582356,6.036,0.744,0.137,0
6573101ef0fd7e0ab1639567,1702039582528,6.036,0.744,0.137,0
6573101ef0fd7e0ab1639572,1702039582704,6.036,0.744,0.137,0
6573101ef0fd7e0ab163957d,1702039582870,5.737,0.739,0.334,0
6573101ff0fd7e0ab1639589,1702039583061,5.737,0.739,0.334,0
6573101ff0fd7e0ab1639592,1702039583230,5.326,0.734,-0.209,0
6573101ff0fd7e0ab163959e,1702039583411,5.326,0.734,-0.209,0
6573101ff0fd7e0ab16395a9,1702039583589,5.326,0.734,-0.209,0
6573101ff0fd7e0ab16395b4,1702039583759,5.107,0.695,0.098,0
6573101ff0fd7e0ab16395bf,1702039583937,5.107,0.695,0.098,0
65731020f0fd7e0ab16395cb,1702039584116,5.107,0.695,0.098,0
65731020f0fd7e0ab16395d6,1702039584293,4.79,1.099,0.986,0
65731020f0fd7e0ab16395e0,1702039584491,4.79,1.099,0.986,0
65731020f0fd7e0ab16395ea,1702039584697,4.79,1.099,0.986,0
65731020f0fd7e0ab16395f4,1702039584868,4.704,0.849,0.901,0
65731021f0fd7e0ab1639600,1702039585053,4.704,0.849,0.901,0
65731021f0fd7e0ab163960f,1702039585286,4.816,1.017,0.904,0
